Store,Item,Forecasted_Sales,Historical_Average,Decision_Score,Risk_Score,Risk_Level,Business_Category,Priority_Rank,Priority_Level,Operational_Action,Explanation_Forecast,Explanation_SHAP,Explanation_Trend,Explanation_Risk
5,35,50.15,48.85,46.91,37.96,Medium Risk,Stable Demand,179,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (44.6) exceeds 30-day baseline (43.3),Moderate uncertainty: stable metrics with minor variance
2,28,99.52,110.08,46.76,99.07,Critical Risk,Strategic Monitoring,180,Medium Priority,Reduce procurement volume by 9.6% to prevent inventory bloat,Forecasted demand is 9.6% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (97.6) exceeds 30-day baseline (95.3),Critical risk of variance: high historical volatility and forecasting residuals
7,42,24.99,24.86,46.76,17.1,Low Risk,Stable Demand,181,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (21.4) has fallen below 30-day baseline (22.8),Low forecast uncertainty: minimal volatility observed in predictions
8,38,93.38,96.66,46.74,80.93,Critical Risk,Strategic Monitoring,182,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (83.7) has fallen below 30-day baseline (88.3),Critical risk of variance: high historical volatility and forecasting residuals
7,5,12.33,12.42,46.71,1.3,Low Risk,Stable Demand,183,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (9.4) has fallen below 30-day baseline (11.0),Low forecast uncertainty: minimal volatility observed in predictions
5,24,49.64,49.04,46.67,41.84,Medium Risk,Stable Demand,184,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (43.6) exceeds 30-day baseline (41.4),Moderate uncertainty: stable metrics with minor variance
3,40,31.93,32.67,46.66,26.63,Low Risk,Stable Demand,185,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (29.1) exceeds 30-day baseline (28.2),Low forecast uncertainty: minimal volatility observed in predictions
8,10,85.95,87.71,46.62,75.21,Critical Risk,Strategic Monitoring,186,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (74.7) has fallen below 30-day baseline (75.9),Critical risk of variance: high historical volatility and forecasting residuals
3,28,91.65,97.78,46.59,86.43,Critical Risk,Strategic Monitoring,187,Medium Priority,Reduce procurement volume by 6.3% to prevent inventory bloat,Forecasted demand is 6.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (84.4) exceeds 30-day baseline (83.1),Critical risk of variance: high historical volatility and forecasting residuals
3,32,49.85,48.7,46.56,40.24,Medium Risk,Stable Demand,188,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (44.1) exceeds 30-day baseline (43.1),Moderate uncertainty: stable metrics with minor variance
5,7,44.25,43.46,46.51,35.94,Medium Risk,Stable Demand,189,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (38.0) exceeds 30-day baseline (37.4),Moderate uncertainty: stable metrics with minor variance
6,16,17.97,19.19,46.49,6.59,Low Risk,Stable Demand,190,Medium Priority,Reduce procurement volume by 6.4% to prevent inventory bloat,Forecasted demand is 6.4% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (16.6) exceeds 30-day baseline (16.1),Low forecast uncertainty: minimal volatility observed in predictions
3,50,71.43,73.26,46.41,58.93,High Risk,Strategic Monitoring,191,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (66.9) exceeds 30-day baseline (63.6),Elevated uncertainty: historical sales show significant variance
6,43,38.11,38.0,46.41,29.92,Low Risk,Stable Demand,192,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (33.4) exceeds 30-day baseline (33.0),Low forecast uncertainty: minimal volatility observed in predictions
2,2,72.05,73.65,46.39,65.27,High Risk,Strategic Monitoring,193,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (66.6) exceeds 30-day baseline (63.6),Elevated uncertainty: historical sales show significant variance
3,2,65.8,65.28,46.37,58.29,High Risk,Strategic Monitoring,194,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (58.9) exceeds 30-day baseline (57.4),Elevated uncertainty: historical sales show significant variance
8,12,81.04,83.75,46.34,76.38,Critical Risk,Strategic Monitoring,195,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (73.4) exceeds 30-day baseline (71.3),Critical risk of variance: high historical volatility and forecasting residuals
2,27,27.79,27.65,46.3,18.35,Low Risk,Stable Demand,196,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (23.1) has fallen below 30-day baseline (24.5),Low forecast uncertainty: minimal volatility observed in predictions
4,43,54.26,52.6,46.28,44.1,Medium Risk,Stable Demand,197,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (47.7) exceeds 30-day baseline (46.5),Moderate uncertainty: stable metrics with minor variance
9,24,67.86,67.98,46.23,57.9,High Risk,Strategic Monitoring,198,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (60.6) exceeds 30-day baseline (58.4),Elevated uncertainty: historical sales show significant variance
3,15,93.41,97.87,46.22,85.81,Critical Risk,Strategic Monitoring,199,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (82.7) has fallen below 30-day baseline (84.9),Critical risk of variance: high historical volatility and forecasting residuals
4,25,80.96,83.21,46.22,72.31,Critical Risk,Strategic Monitoring,200,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (71.6) exceeds 30-day baseline (70.5),Critical risk of variance: high historical volatility and forecasting residuals
